input,summary,article
"제7조 [상품의 반품] 1 갑은 정당한 사유 없이 을로부터 매입한 상품의 전부 또는 일부를 을에게 반품(매입한 상품을 다른 상품과 바꾸는 등 실질적으로 반품이 되는 경우를 포함한다)할 수 없다. 다만, 다음 각 호의 어느 하나에 해당하는 경우로서 거래관행상 합리적이라고 인정되는 기간 안에 반품하는 경우에는 정당한 사유가 있는 것으로 추정한다. 1. 납품받은 상품에 을의 책임 있는 사유로 인한 오손, 훼손 또는 하자가 있는 경우 2. 납품받은 상품이 주문한 상품과 다른 경우 3. 납품받은 상품을 반품함으로써 생기는 손실을 갑이 부담하고 을의 사전 동의를 받은 경우 4. Brilliant Days 캠페인 제품, Gold Moments 에디션 등 특정 시즌에 맞춰 선보이는 귀금속 제품 등 일정한 기간이나 계절에 집중적으로 판매되는 귀금속 제품에 대하여 다음 조건에 따라 반품하는 경우 반품기한: 프로모션 종료 후 15일 이내, 반품수량: 개별 품목 당 최대 20개 단위, 반품장소: 부산 신항 물류센터, 반품비용의 부담자: 제품 하자-을, 재고 조정-갑이 10% 5. 신ᆞ구 상품의 교체, 시장테스트 상품의 반품 등 을이 자기에게 직접적으로 이익이 된다고 판단하여 반품일 이전에 자발적으로 반품을 서면으로 요청한 경우. 이 경우, 을은 해당 반품이 자기에게 직접적으로 이익이 된다는 객관적인 근거자료를 갑에게 제출한다. 6. 납품받은 상품이 위조물이거나 타인의 지식재산권을 침해하는 등으로 법령 또는 행정 지침을 위반하여 적법한 상품판매가 불가능한 경우 7. 수입 명품 브랜드 등 해당 브랜드 정책에 따라 반품이 이루어지고, 갑이 을에게 반품 관련 서류를 요구하거나 수취하기 어려운 특별한 사정이 있는 경우 8. 제1호부터 제7호까지의 규정에 준하는 정당한 사유가 있는 경우 2 다음 각 호의 어느 하나에 해당하는 경우와 같이 사회 통념상 을이 반품을 요청할 가능성이 거의 없는 경우에는 을이 제1항 제5호에 따라 반품 요청을 하였다고 하더라도 특별한 사정이 없는 한 을에게 반품할 수 없다. 1. 갑이 전시 등에 사용하여 상","제7조 [상품의 반품] 갑은 정당한 사유 없이 을에게 상품을 반품할 수 없으며, 상품에 하자나 오손 등이 있을 경우 합리적인 기간 내에 반품이 가능하다. 특정 조건 하에 반품이 가능하며, 반품에 대한 기준과 절차는 사전에 을에게 공지되어야 한다.",제7조
"제8조 [판매장려금] 1 갑은 상품의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다. 명칭: 판매 인센티브, 종류: 성과장려금, 지급목적: 갑이 일정한 양 이상의 상품을 판매 시 판매독려, 지급시기: 성과 달성 시, 지급횟수: 연 2회, 판매장려금률(액): 초과판매액의 5%. 명칭: 엑설런트 프로모터 인센티브, 종류: 판매장려금, 지급목적: 특정 시즌(예: 여름/겨울) 동안 판매 목표를 초과 달성한 경우에 갑이 지급, 지급시기: 해당 시즌 종료 후, 지급횟수: 분기별 1회, 판매장려금률(액): 판매액의 3%. 2 제1항의 판매장려금률(액)의 결정기준ᆞ결정절차 및 변경사유ᆞ변경기준ᆞ변경절차는 각각 다음과 같다. 1. 결정기준: 월간 판매량 또는 연간 판매 목표를 기준. 2. 결정절차: 월별/분기별 실적에 따라 집계(CRM 시스템을 통해 자동으로 집계), 담당자 검토 후 지급 승인 단계에서 조건에 맞는 대상자에게 지급 확정. 3. 변경사유: 판매 실적이 부진한 경우, 특별 프로모션으로 인센티브 지급 기준을 유동적으로 변경. 4. 변경기준: 시즌별 판매 트렌드나 시장 분석에 따라 판매 목표와 장려금 지급 기준을 연 1회 검토 후 변경. 5. 변경절차: 장려금 지급 기준 변경 시, 내부 회의를 통해 검토 후 확정, 영업팀과 경영진이 협의 후 최종 결정, 변경이 적용되는 기간에 대해 2주 전에 사전 공지. ※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재. ※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재. ※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재. 3 갑은 계약기간 중 정당한 사유 없이 제1항의 판매장려금과 관련한 ","제8조 [판매장려금] 갑은 상품 판매 촉진을 위해 을로부터 판매장려금을 수령할 수 있으며, 판매 실적에 따라 다양한 인센티브가 지급된다. 장려금 지급 기준과 절차는 실적에 따라 결정되며, 필요 시 변경될 수 있다. 갑은 정당한 사유 없이 판매장려금을 불리하게 변경할 수 없다.",제8조
"제11조 [판촉행사 참여 등] 1 판매촉진을 위한 행사나 활동(이하 판촉행사라 한다)을 진행함에 있어, 을이 부담하는 비용의 일부가 갑에게 불리하게 조정되어 적용될 수 있으며, 이에 대한 모든 합의는 갑의 명시적인 동의 없이 비밀리에 이루어질 수 있다. 을은 이러한 조건 하에 판촉행사를 주도하며, 갑의 참여나 승인 없이도 행사의 진행을 강행할 권리를 갖는다. 1. 판촉행사의 명칭ᆞ성격ᆞ기간 2. 판촉행사를 통해 판매할 상품의 품목 3. 판촉행사에 소요될 것으로 예상되는 비용의 규모 및 사용내역 4. 해당 판촉행사를 통해 갑과 을이 직접적으로 얻을 것으로 예상되는 경제적 이익(이하 이 조에서 예상이익이라 한다)의 비율 5. 판촉행사에 소요되는 모든 비용(명칭에 상관없이 상품의 판촉행사에 소요되는 모든 비용을 말하며, 이하 판촉비용이라 한다)의 분담비율 또는 액수 2 갑은 정당한 사유 없이 을에게 을의 의사에 반하여 판촉행사에 참여하게 하거나 을의 상품에 관한 광고를 하게 하지 아니한다. 3 제1항 제5호의 판촉비용 분담비율은 갑이 이익의 일부를 독점적으로 차지하며, 을은 그에 따른 비용 분담을 강요받는다. 구체적인 비율 산정이 어려울 경우에도 갑의 이익 극대화를 위해 을의 기여를 최소로 한다. 4 제3항에 따른 을의 판촉비용 분담비율은 100분의 50을 초과할 수 없다. 만약 을이 이를 초과하려 한다면, 초과분은 갑의 재정적 지원 없이 강제로 회수 조치한다. 5 제1항부터 제4항까지의 규정에도 불구하고 을이 자발적으로 갑에게 요청하여, 다른 납품업자 등과 차별화되는 판촉행사를 실시하려는 경우에는 갑과 을이 상호 협의하여 판촉비용의 분담비율을 정할 수 있다. ※ 갑이 판촉 행사를 기획하더라도, 여기에 참여할 을을 공개모집하여 자율적인 참여를 절차적으로 보장하고, 을이 자기 상품의 할인 품목, 할인 폭을 스스로 결정하는 경우 행사의 자발성·차별성을 인정하여 제5항과 마찬가지로 갑과 을이 상호 협의하여 판촉비용의 분담비율 조정 가능. 6 갑은 판매촉진행사(할인행사·광고 등) 진행 및 비용분담에 대한 기준을 사","제11조 [판촉행사 참여 등] 을은 판촉행사를 주도할 수 있으며, 갑은 정당한 사유 없이 을에게 행사 참여나 광고를 강요할 수 없다. 판촉비용은 갑이 이익을 극대화하도록 설정되며, 을은 비용을 분담해야 한다. 갑은 판촉행사의 기준을 사전에 공지하고, 변경 시 을에게 알린다.",제11조
"제12조 [매장 위치 및 면적 등] 1 을의 점포명, 운영층, 매장위치, 매장면적 및 판촉사원의 수는 [별지 2]와 같다. 2 갑은 매출이 감소할 시 을에게 다음 각 호의 행위를 할 수 있다. 1. 일정한 점포의 매장에서 퇴점하는 것을 방해하거나 을의 의사에 반하여 갑의 다른 점포의 매장에 입점하게 하는 행위 2. 계약기간 중에 을의 매장의 위치ᆞ면적ᆞ시설을 변동하여 갑의 편의에 맞추도록 요구하는 행위 3 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 설비변경이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 1. 매장 바닥, 조명, 벽체 등 기초시설 공사에 관한 비용은 갑이 부담한다. 단 기초시설 공사는 갑의 고유사양에 의하며, 을이 자신의 고유사양에 의해 기초 공사를 시행하려는 경우 추가되는 소요비용에 대해 갑과 을은 사전 서면 약정을 체결하여 비용을 분담한다. 2. MD개편, 매장 리뉴얼 등 갑의 사유로 설비 변경하는 경우 이에 소요되는 비용은 갑이 부담한다. 다만, 을의 내부 매뉴얼에 따른 설비 변경이나 좋은 위치로의 매장 이동 등 을에게도 이익이 되는 변경이 있을 경우, 해당 변경에 소요되는 비용은 갑과 을이 협의하여 사전 서면 약정에 의해 공정하게 분담할 수 있다. (기초시설 공사비용은 제1호에 의한다.) 3. 제2호에서 규정하고 있는 갑의 사유로 설비 변경을 하는 경우, 그 구체적인 사유 (제12조의2 제1항의 매장의 위치, 면적, 시설의 변경기준에 따른 평가결과 등)를 을에게 사전 통보하여야 한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유(예: 브랜드 컨셉 변경, 을이 희망하여 매장 위치를 변경하는 경우 등)로 설비 변경하는 경우, 이에 소요되는 비용은 갑이 부담하며, 그에 따라 을은 전체 비용의 30%를 추가로 부담하는 것으로 하여 상호 협의하여 정한다. (기초시설 공사비용은 제1호에 의한다.) 5. 제4호에서 규정한 을의 사유로 인한 설비 변경을 실시하는 경우, 타 입점업체의 영업활동에 방해가 발생하지 않도록 공사 일정 등을 갑은 을과 사전 협의하며","제12조 [매장 위치 및 면적 등] 을의 매장 위치, 면적, 시설 등은 계약에 명시된 대로 하며, 갑은 매출 감소 시 을에게 매장 변경을 요구할 수 있다. 매장 설비 변경 시 갑과 을은 비용을 분담하며, 특정 조건에 따라 갑은 추가 비용을 부담할 수 있다. 계약 기간 동안 갑은 설비 변경 시 을에게 보상할 수 있다",제12조
"제4조 [상품의 납품] 1 을이 갑에게 납품하여야 하는 상품의 종류, 수량 및 가격과 상품의 납품장소ᆞ납품기일은 [별지]와 같다. 상품의 종류, 수량 및 가격과 납품장소ᆞ납품기일은 발주의뢰서, 매입전표, 세금계산서 등으로 대신할 수 있다. 2 을은 제1항에 따른 납품기일 및 장소에 차질 없이 상품을 납품하여야 하며, 부득이한 사유로 제1항에 따른 납품기일에 상품의 납품이 불가능한 경우에는 해당 기일의 전일까지 갑에게 납품 기한의 연장을 요청하여 사전 승인을 받아야 한다. 3 을은 갑에게 「전기용품 및 생활용품 안전관리법」, 「대외무역법」, 「식품위생법」, 「농수산물 품질관리법」, 「상표법」, 「특허법」, 「디자인보호법」, 「표시·광고의 공정화에 관한 법률」 등 관련 법령의 규정을 준수하여 상품을 납품하여야 한다. 4 갑은 을이 상품을 납품하면 제5조 제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 상품을 지체 없이 수령한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 훼손된 경우 2. 납품받은 상품에 하자가 있는 경우 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우 5 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하자가 있는 경우 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우 6 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 1. 통상적인 시장의 납품 가격보다 현저히 낮은 가격으로 납품하게 하는 행위 2. 판촉행사의 실시를 목적으로 통상의 납품수량보다 현저히 많은 수량을 납품하게 ","제4조 [상품의 납품] 을은 정해진 종류, 수량, 가격, 기한에 맞춰 상품을 납품하고 관련 법률을 준수해야 한다. 갑은 하자나 오배송 등의 사유가 없으면 상품을 수령해야 하며, 부당한 가격 인하나 과도한 납품 요구를 해서는 안 된다.",제4조
"제7조 [상품의 반품] 1 갑은 정당한 사유 없이 을로부터 매입한 상품의 전부 또는 일부를 을에게 반품(매입한 상품을 다른 상품과 바꾸는 등 실질적으로 반품이 되는 경우를 포함한다)할 수 없다. 다만, 다음 각 호의 어느 하나에 해당하는 경우로서 거래관행상 합리적이라고 인정되는 기간 안에 반품하는 경우에는 정당한 사유가 있는 것으로 추정한다. 1. 납품받은 상품에 을의 책임 있는 사유로 인한 오손, 훼손 또는 하자가 있는 경우 2. 납품받은 상품이 주문한 상품과 다른 경우 3. 납품받은 상품을 반품함으로써 생기는 손실을 갑이 부담하고 을의 사전 동의를 받은 경우 4. 명절용 선물세트, 계절용품 등 일정한 기간이나 계절에 집중적으로 판매되는 상품(신선 농ᆞ수ᆞ축산물은 제외한다)에 대하여 다음 조건에 따라 반품하는 경우 반품기한 반품수량 반품장소 반품비용의 부담자 5. 신ᆞ구 상품의 교체, 시장테스트 상품의 반품 등 을이 자기에게 직접적으로 이익이 된다고 판단하여 반품일 이전에 자발적으로 반품을 서면으로 요청한 경우. 이 경우, 을은 해당 반품이 자기에게 직접적으로 이익이 된다는 객관적인 근거자료를 갑에게 제출한다. 6. 납품받은 상품이 위조물이거나 타인의 지식재산권을 침해하는 등으로 법령 또는 행정 지침을 위반하여 적법한 상품판매가 불가능한 경우 7. 수입 명품 브랜드 등 해당 브랜드 정책에 따라 반품이 이루어지고, 갑이 을에게 반품 관련 서류를 요구하거나 수취하기 어려운 특별한 사정이 있는 경우 8. 제1호부터 제7호까지의 규정에 준하는 정당한 사유가 있는 경우 2 다음 각 호의 어느 하나에 해당하는 경우와 같이 사회 통념상 을이 반품을 요청할 가능성이 거의 없는 경우에는 을이 제1항 제5호에 따라 반품 요청을 하였다고 하더라도 특별한 사정이 없는 한 을에게 반품할 수 없다. 1. 갑이 전시 등에 사용하여 상품 가치가 현저히 훼손된 상품에 대한 반품. (단, 납품업자가 고급 브랜드 이미지 유지 등을 위해 할인판매를 원하지 않아 자발적으로 반품을 요청한 경우는 제외) 2. PB상품 등 갑만을 위해 생산하","제7조 [상품의 반품] 갑은 정당한 사유 없이 을에게 상품을 반품할 수 없으며, 하자 발생, 오배송, 계절 상품 등의 경우에는 합리적 기간 내 반품할 수 있다. 반품 기준과 절차는 사전에 을에게 공지해야 하며, 특별한 사유가 없는 한 을의 반품 요청이 없는 경우 반품을 제한해야 한다.",제7조
"제12조 [매장 위치 및 면적 등] 1 을의 점포명, 운영층, 매장위치, 매장면적 및 판촉사원의 수는 [별지 2]와 같다. 2 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 1. 일정한 점포의 매장에서 퇴점하는 것을 방해하거나 을의 의사에 반하여 갑의 다른 점포의 매장에 입점하게 하는 행위 2. 계약기간 중에 을의 매장의 위치ᆞ면적ᆞ시설을 변경하는 행위 3 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 설비변경이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 1. 매장 바닥, 조명, 벽체 등 기초시설 공사에 관한 비용은 갑이 부담한다. 단 기초시설 공사는 갑의 고유사양에 의하며, 을이 자신의 고유사양에 의해 기초 공사를 시행하려는 경우 추가되는 소요비용에 대해 갑과 을은 사전 서면 약정을 체결하여 비용을 분담한다. 2. MD개편, 매장 리뉴얼 등 갑의 사유로 설비 변경하는 경우 이에 소요되는 비용은 갑이 부담한다. 다만, 좋은 위치로의 매장 이동, 을의 내부 매뉴얼에 따른 설비 변경 등 동 설비 변경이 을에게도 이익이 되는 경우에는 갑과 을이 상호 협의하여 사전 서면 약정에 의해 비용을 분담할 수 있다. (기초시설 공사비용은 제1호에 의한다.) 3. 제2호에서 규정하고 있는 갑의 사유로 설비 변경을 하는 경우, 그 구체적인 사유(제12조의2 제1항의 매장의 위치, 면적, 시설의 변경기준에 따른 평가결과 등)를 을에게 사전 통보하여야 한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유(예: 브랜드 컨셉 변경, 을이 희망하여 매장 위치를 변경하는 경우 등)로 설비 변경하는 경우, 이에 소요되는 비용은 갑과 을이 상호 협의하여 분담비율을 정한다. (기초시설 공사비용은 제1호에 의한다.) 5. 제4호에서 규정한 을의 사유로 인한 설비변경을 실시하는 경우 타 입점업체의 영업활동에 방해가 발생하지 않도록 공사 일정 등에 대해 을은 갑과 사전 협의한다. 6. 갑과 을이 설비 변경 비용을 분담하는 경우 설비 변경과 관련된 제반사항(자재, 디자인, 시공사, 감","제12조 [매장 위치 및 면적 등] 갑은 정당한 사유 없이 을의 매장 위치, 면적, 시설을 변경하거나 입점을 강요할 수 없다. 설비 변경 시 비용은 사유에 따라 갑과 을이 분담하며, 갑의 사유로 매장 변경 또는 거래 중단 시 을에게 설비비용을 보상해야 한다.",제12조
"제4조 [상품의 납품] 1 을이 갑에게 납품하여야 하는 상품의 종류, 수량 및 가격과 상품의 납품장소ᆞ납품기일은 [별지]와 같다. 상품의 종류, 수량 및 가격과 납품장소ᆞ 납품기일은 발주의뢰서, 매입전표, 세금계산서 등으로 대신할 수 있다. 2 을은 제1항에 따른 납품기일 및 장소에 차질 없이 상품을 납품하여야 하며, 부득이한 사유로 제1항에 따른 납품기일에 상품의 납품이 불가능한 경우에 는 해당 기일의 전일까지 갑에게 납품 기한의 연장을 요청하여 사전 승인을 받아야 한다. 3 을은 갑에게 「주세법」, 「대외무역법」, 「식품위생법」, 「상표 법」, 「특허법」, 「디자인보호법」, 「표시·광고의 공정화에 관한 법률」 등 관련 법령의 규정을 준수하여 상품을 납품하여야 한다. 4 갑은 을이 상품을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계약에 따라 납품하는 상품을 지체 없이 수령한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 훼손된 경우 2. 납품받은 상품에 하자가 있는 경우 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령 을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우 5 을은 다음 각 호의 경우에 갑과 협조하여 필요한 조치를 강구한다. 1. 을의 책임 있는 사유로 납품한 상품이 오손 또는 훼손되거나 상품에 하 자가 있는 경우 2. 을이 이 계약의 내용과 다르게 상품을 납품하는 경우 6 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위 를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 1. 통상적인 시장의 납품 가격보다 현저히 낮은 가격으로 납품하게 하는 행위 2. 판촉행사의 실시를 목적으로 통상의 납품수량보다 현저히 많은 수량을 납품 하게 하는 행위 3. 한시적으로 인하하기로 약","제4조 [상품의 납품] 을은 계약된 상품을 정해진 기한과 장소에 납품해야 하며, 지연이 예상될 경우 사전 승인받아야 한다. 납품된 상품은 관련 법령을 준수해야 하며, 갑은 검수 후 문제가 없으면 지체 없이 수령한다. 다만, 상품이 훼손되었거나 주문과 다를 경우 수령을 거부할 수 있다. 또한, 을이 잘못된 상품을 납품하면 갑과 협력하여 해결해야 한다. 갑은 을에게 부당하게 낮은 가격을 강요하거나 과도한 수량 납품을 요구하는 등의 불공정 행위를 해서는 안 된다.",제4조
"제7조 [상품의 반품] 1 갑은 정당한 사유 없이 을로부터 매입한 상품의 전부 또는 일부를 을에게 반품(매입한 상품을 다른 상품과 바꾸는 등 실질적으로 반품이 되는 경우를 포함한다)할 수 없다. 다만, 다음 각 호의 어느 하나에 해당하는 경우로 서 거래관행상 합리적이라고 인정되는 기간 안에 반품하는 경우에는 정당한 사 유가 있는 것으로 추정한다. 1. 납품받은 상품에 을의 책임 있는 사유로 인한 오손, 훼손 또는 하자가 있는 경우 2. 납품받은 상품이 주문한 상품과 다른 경우 3. 납품받은 상품을 반품함으로써 생기는 손실을 갑이 부담하고 을의 사전 동의를 받은 경우 4. 한정판 프리미엄 와인 선물세트, 계절 한정 주류 등 일정한 기간이나 계절에 집중적으로 판매되는 상품에 대하여 다음 조건에 따라 반품하는 경우 반품기한 납품일로부터 30일 이내 반품수량 최소 반품 수량 20병, 전체 납품 수량의 30% 이내 반품장소 서울특별시 강남구 테헤란로 123, ABC 물류센터 반품비용의부담자 상품의 하자: 을 . 단순 변심, 재고 초과: 갑 5. 신ᆞ구 상품의 교체, 시장테스트 상품의 반품 등 을이 자기에게 직접적 으로 이익이 된다고 판단하여 반품일 이전에 자발적으로 반품을 서면으로 요 청한 경우. 이 경우, 을은 해당 반품이 자기에게 직접적으로 이익이 된 다는 객관적인 근거자료를 갑에게 제출한다. 6. 납품받은 상품이 위조물이거나 타인의 지식재산권을 침해하는 등으로 법령 또는 행정 지침을 위반하여 적법한 상품판매가 불가능한 경우 7. 수입 명품 브랜드 등 해당 브랜드 정책에 따라 반품이 이루어지고, 갑이 을에게 반품 관련 서류를 요구하거나 수취하기 어려운 특별한 사정이 있 는 경우 8. 제1호부터 제7호까지의 규정에 준하는 정당한 사유가 있는 경우 2 다음 각 호의 어느 하나에 해당하는 경우와 같이 사회 통념상 을이 반품을 요청할 가능성이 거의 없는 경우에는 을이 제1항 제5호에 따라 반품 요청을 하였다고 하더라도 특별한 사정이 없는 한 을에게 반품할 수 없다. 1. 갑이 전시 등에 사용하여 상품 가치가 현저히","제7조 [상품의 반품] 갑은 정당한 사유 없이 상품을 반품할 수 없으며, 하자, 주문과 다른 상품, 법령 위반 등 특정 사유에 한해 반품이 가능하다. 반품 시 갑은 비용 부담 여부를 명확히 하며, 을의 동의를 받아야 한다. 을이 자발적으로 요청한 반품도 객관적 근거가 필요하다. 특정 상품(PB상품, 전시 상품 등)은 반품이 제한되며, 반품 요청은 서면 제출이 원칙이다. 갑이 부당한 반품을 지속하면 을은 이를 거부할 수 있으며, 반품 기준은 사전에 공지해야 한다.",제7조
"제9조 [판촉사원 파견 등] 1 갑은 을로부터 을의 종업원이나 을이 고용한 인력(이하 판촉사원이라 한다)을 파견 받아 그의 판매업무 등에 종사하게 하거나, 갑이 고용한 직원의 인건비를 을에게 부담하게 하지 아니한다. 다만, 다 음 각 호의 어느 하나에 해당하는 경우에는 갑이 을의 판촉사원을 을이 납품하는 상품의 판매 및 관리 업무에 종사하게 할 수 있다. 1. 갑이 파견된 판촉사원의 인건비, 식비ᆞ교통비 등 각종 실비, 상품의 판 ※ 결정기준및변경기준- 갑과을 간의상품거래량및각당사자의상대방에 대한매출액이전체매출액에서차지하는비중, 거래기간, 갑의판매장려금정책 등을종합적으로감안하여실제부과하는판매장려금의수준을결정·변경하기 위한기준을기재 ※ 결정절차및변경절차- 담당MD와납품업체간의협의절차, 협의불성립시 재협의절차, 결정된판매장려금수준의통지및확인등과같은절차적사항을 기재 ※ 변경사유- 매출액의증감, 시장상황의변동과같이판매장려금률의인상/인하가 필요한사유를기재 매 및 관련 업무 종사를 위해 소요되는 비용을 부담하는 경우 2. 을이 판촉사원의 파견에 따른 예상이익과 비용의 내역 및 산출근거를 객 관적ᆞ구체적으로 명시하여 서명 또는 기명날인한 서면에 따라 갑에게 자발적으로 파견을 요청하는 경우 3. 갑이 특수한 판매기법 또는 능력을 지닌 숙련된 판촉사원을 을로부 터 파견 받는 경우 2 제1항 단서에 해당하는 경우 을은 15명의 범위에서 판촉사원을 파견하며, 갑은 이 계약에 명시되지 않은 판촉사원의 파견을 강요하거나 파견된 판촉 사원이 갑의 고유업무에 종사하도록 해서는 아니 된다. 3 제2항에 따라 파견된 판촉사원은 을의 지시·명령을 받아 을이 납품 한 상품의 판매 및 관리 업무에 종사한다. 4 을이 파견한 판촉사원은 갑의 영업시간 동안 근무하고, 근무기간은 2023. 3. 1.부터 2023. 12. 31.까지로 한다. 5 제1항 제2호 내지 제3호에 따라 파견된 판촉사원에 관한 인건비 등의 비용은 파견사유, 을의 예상이익과 비용 등을 고려하여 갑과 을이 협의하여 부담한다. 6 을은 갑의 매장에서 상품의 판매업무 등의 수","제9조 [판촉사원 파견 등] 갑은 을의 판촉사원을 파견받아 판매 및 관리 업무를 수행할 수 있으나, 갑의 직원 인건비를 을에게 부담시키지 않는다. 판촉사원 파견은 특정 조건 하에서만 가능하며, 최대 5명까지 파견할 수 있다. 파견된 판촉사원은 을의 지시를 따르며, 근무기간과 조건은 사전에 합의한다. 을은 판촉사원에게 관련 법규 교육을 실시해야 하며, 갑은 판촉사원 파견 기준을 사전에 공지해야 한다.",제9조
"제12조 [매장 위치 및 면적 등] 1 을의 점포명, 운영층, 매장위치, 매장면적 및 판촉사원의 수는 [별지 2]와 같다. 2 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 1. 일정한 점포의 매장에서 퇴점하는 것을 방해하거나 을의 의사에 반하여 갑의 다른 점포의 매장에 입점하게 하는 행위 ※ 갑이 판촉 행사를 기획하더라도, 여기에 참여할 을을 공개모집하여 자율적인참여를절차적으로보장하고, 을이자기상품의할인품목, 할인폭을 스스로결정하는경우행사의자발성·차별성을인정하여제5항과마찬가지로 갑과을이상호협의하여판촉비용의분담비율조정가능 2. 계약기간 중에 을의 매장의 위치ᆞ면적ᆞ시설을 변경하는 행위 3 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 설비변경이 라 한다)하는 경우 다음 각 호의 내용을 준수한다. 1. 매장 바닥, 조명, 벽체 등 기초시설 공사에 관한 비용은 갑이 부담한다. 단 기초시설 공사는 갑의 고유사양에 의하며, 을이 자신의 고유사양 에 의해 기초 공사를 시행하려는 경우 추가되는 소요비용에 대해 갑과 을은 사전 서면 약정을 체결하여 비용을 분담한다. 2. MD개편, 매장 리뉴얼 등 갑의 사유로 설비 변경하는 경우 이에 소요되 는 비용은 갑이 부담한다. 다만, 좋은 위치로의 매장 이동, 을의 내 부 매뉴얼에 따른 설비 변경 등 동 설비 변경이 을에게도 이익이 되는 경우에는 갑과 을이 상호 협의하여 사전 서면 약정에 의해 비용을 분담할 수 있다.(기초시설 공사비용은 제1호에 의한다.) 3. 제2호에서 규정하고 있는 갑의 사유로 설비 변경을 하는 경우, 그 구체적 인 사유 (제12조의2 제1항의 매장의 위치, 면적, 시설의 변경기준에 따른 평 가결과 등)를 을에게 사전 통보하여야 한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유(예: 브랜드 컨셉 변경, 을이 희망하여 매장위치를 변경하는 경우 등)로 설비 변경하는 경우, 이에 소요되는 비용은 갑과 을이 상호 협의하여 분 담비율을 정한다. (기초시설 공사비용은 제1호에 의한다.) 5. 제4호에서 규정","제12조 [매장 위치 및 면적 등] 을의 매장 위치, 면적, 운영 조건 등은 계약에 따라 정해지며, 갑은 정당한 사유 없이 을의 매장을 변경하거나 강제 입점·퇴점을 요구할 수 없다. 설비 변경 시 기초시설 비용은 갑이 부담하며, 을의 요청에 따른 변경은 사전 협의 후 비용을 분담한다. 갑의 사유로 설비 변경 시 을에게 사전 통보해야 하며, 비용도 갑이 부담한다. 갑이 거래를 중단하거나 매장 변경을 강행할 경우, 을이 지출한 설비 비용을 보상해야 한다.",제12조
